OPERATOR,RIG,JOBNUM,WELL,COUNTY,STATE,BHA,BHA_DESC,DATEIN,DATEOUT,DEPTHIN,DEPTHOUT,TOTAL DRILL,ROTATE DRILL,ROTATE HRS,ROTATE ROP,SLIDE ROP,AVG ROP,CIRC_HOURS,DRILLING_HOURS,SLIDE_DRILLED,SLIDE_HOURS,BIT_MAKE,BIT_MODEL,BIT_NUM,TFA,GRADEOUT,MUD_WEIGHT,FLUID_TYPE,SOLIDS,PV,YP,CHLORIDES,BHT,MOTOR_OD,MOTOR_DESCRIPTION,SN,MOTOR_MODEL,MOTOR_MAKE,BENDANGLE,BIT2BEND,MOTOR_LOBES,MOTOR_STAGES,PLANNEDDLS,ACTDLS,MOTORYIELD,ON_BTM_PRESS,RPM,DIFF_PRESS,MAX_DIFFP,ON_BTM_TQ,MAX_TORQUE,FLOW_RATE,MAX_FLOW,WOB,COMMENTS,ADDITIONAL_COMMENTS,UNPLANNED_TRIP,MOTOR_FAILURE,MWD_FAILURE,TRIP_FOR_FAILURE,NPT,HRS_TO_FAIL,NUM_STALLS,WASH_REAM_TIME,DRY_REAM_TIME,PU,ROT,SO,SURFACEFINDINGS,TROUBLESHOOTING,LAT,LONG,BRT_HRS,PHASES,MOTOR_KICKPAD_OD,MOTOR_SLEEVE_OD,MAX_DLS,REASON_POOH,STATOR_FIT,STATOR_TYPE,BHT_MIN,BHT_AVG,BHT_MAX,MWD_COMMENTS
"KILLAM OIL CO., LTD",H&P 254,TX-FP-230067,STATE OF TEXAS RAFTER O WEST 1H - OH,Webb,Texas,3,BHA 3,12/30/2023,12/31/2023,10838,11153,315,62,0.833,74.4,37.95,42,9.667,7.5,253,6.667,Baker Hughes,DD306TS,6,1.767,0-0-NO-A-X-I-NO-BHA,13.3,OBM,27.1,24,8,28000,223.9,7,Ryan 7 5/6 8.2 FXD 2.12 TS FIT:0.008;(OPTI-0; 0.5OS),RY700036,Ryan ,Other,2.12,3.95,5/6,8.2,0,0,12,2639,40,472,1930,11,11270,548,600,27,POOH Low Build  Rates,Slid best at 535GPMand 300-450 diff.  No horrible but not great TF control. Started with upper 8 motor yields and fell off to 7.2 on 31ft svys. Getting 7-8s adn needing 13.2 before POOH. Bit was green and rerun,0,0,0,0,0,0,0,0,0,275,250,225,,,27.85299,-99.54006,22.417,CURVE: CURVE,7.15,0,8.08,Low build rates,0.008,ABACO OPTI GP 0,220.3,221.1,223.9,No Liberty MWD issues
"KILLAM OIL CO., LTD",H&P 254,TX-FP-230067,STATE OF TEXAS RAFTER O WEST 1H - OH,Webb,Texas,5,BHA 5,1/1/2024,1/5/2024,11341,18330,6989,5406,28.917,186.951,30.105,85.755,86.5,81.5,1583,52.583,Baker Hughes,DD306TS,3,1.767,2-3-LT-S-X-I-NO-BHA,13.8,OBM,29.4,29,8,27000,292.6,7,Ryan 7 5/6 8.2 FXD 2.12 TS FIT:0.008;(OPTI-0; 0.5OS),RY700036,ABACO NBR HPW,Other,2.12,3.95,5/6,8.2,0,0,12,2500,40,200,1930,11,11270,550,600,12,Drill Pipe Twisted off,"Drill ahead lateral section T/18330. SPP increased from 4300 to 4885 Befroe being shut down by rig stall limiter. Pick up and increase GPM to 600 and establish SPP off btm-3675. Tag btm and add up to 42k WOB. 17k-tq (2k-3 shy of normal on btm tq). Drlled 4ft and quit drilling (600 diff). After changing a swivel packing that was blown, Tagged btm again with 42k WOB, 400 diff, and would not drill. After pulling off bottom, there was a 150-200psi drop in off btm pressure. Circ & con hole before POOH, No changes in pressure or tq. 
Motor did not drain and 3 Jets plug with rubber
Bit Grade:2-3
A few missing teeth and chips.",0,0,0,0,0,0,0,0,0,290,250,198,,,27.85299,-99.54006,112.417,CURVE: CURVE / LAT: LATERAL,7.15,0,14.2,ROP,0.008,ABACO OPTI GP 0,220,270,293,No Liberty  MWD issues
"KILLAM OIL CO., LTD",H&P 254,TX-FP-230067,STATE OF TEXAS RAFTER O WEST 1H - OH,Webb,Texas,6,BHA 6,1/5/2024,1/9/2024,18330,23695,5365,4927,26.833,183.615,23.464,117.912,58.917,45.5,438,18.667,Baker Hughes,D506TS,,1.767,1-1-NO-A-X-I-NO-TD,14.2,OBM,31.7,36,16,24000,339,7,Ryan 7 5/6 8.2 FDX 1.83 TS FIT:-0.004(OPTI-1OS),RY700072,Ryan ,Other,1.83,3.95,5/6,8.2,0,0,10,3671.2,51.03,526.9,950,15.92,11760,596.2,595,37.34,TD Well ,"Motor was dry but bit box turn fine and had normal play..Motor was giving 12s.
Bit Grade:1-1 with 3 plug jets with rubber.",0,0,0,0,0,0,0,0,0,349,254,216,,,27.85299,-99.54006,85.75,LAT: LATERAL,7.25,0,2.6,Section TD,-0.004,OPTI NBR HPW,296,317.92,339,Liberty MWD No Issues
"KILLAM OIL CO., LTD",H&P 254,TX-FP-230067,STATE OF TEXAS RAFTER O WEST 1H - OH,Webb,Texas,1,BHA 1,12/21/2023,12/23/2023,0,5001,5001,4826,16.333,295.469,56.757,257.562,21.417,19.417,175,3.083,Baker Hughes,T606KX,1,1.035,1-1-NO-A-X-I-NO-TD,13.8,,29.4,29,8,27000,119.1,8.375,Bico 8 7/8 4.0 FXD 1.83 11 3/4 -NBS fit:0.005,BPB5825-0014,SS100 G2,BICO,1.83,5.25,7/8,4.0,0,0,9,1875,57.333,414.063,1000,13.5,16500,867.813,900,14.844,TD Surface Section,"Motor drain good and no play in bit box.Motor yield avg was 12s.
Bit Grade was 1-1",0,0,0,0,0,0,0,0,0,126.406,117.969,111.75,,,27.85299,-99.54006,28,Surface: Surface,8.625,11.75,1.71,Section TD,0.005,BICO,72.1,88.42,119.1,Liberty MWD No Issues
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230035,STATE OF TEXAS RAFTER O EAST 1H - Wellbore 1,Webb,Texas,4,BHA 4,5/29/2023,5/31/2023,11185,12007,822,174,4.917,35.39,34.87,34.979,26,23.5,648,18.583,Ulterra,611S,4,1.035,1-1-CT-S-X-I-NO-BHA,13.8,OB,28,27,9,27000,0,6.75,"6.75'' 4/5 7.0 @ 2.38 ABH, TS FIT: .001 INT",CD675112,4/5 7.0,Patriot,2.38,5.67,4/5,7.0,0,0,0,3560,20,472,1580,13,9090,564,600,22,,Motor drain good normal play in bit box. Bit Grade 1-2 had a few small chip teeth.,0,0,0,0,0,0,0,0,0,275,255,230,,,27.86015,-99.51067,68,CURVE: CURVE / LAT: LATERAL,7,0,18,Section TD,0.001,NBR,226,236,241,Liberty MWD no issues..
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230035,STATE OF TEXAS RAFTER O EAST 1H - Wellbore 1,Webb,Texas,3,BHA 3,5/26/2023,5/29/2023,8011,11185,3174,3115,21.667,143.769,22.839,130.887,28.5,24.25,59,2.583,Reed Hycalog,TKC63-X3,3,1.178,1-1-BT-S-X-I-NO-BHA,12.2,OB,23.09,25,5,23000,0,7,"7'' 5/6 8.4 @ 1.83 FBH,TS FIT: .009 INT",CD700023,Performance,Patriot,1.83,4.55,5/6,8.4,0,0,0,3462,76,601,1650,10,11772,582,700,26,,Motor drain good and normal play in bit box.Bit grade 1-1 with one chipped cutter.,0,0,0,0,0,0,0,0,0,240,225,210,,,27.86015,-99.51067,55.25,INT-2: INTERMEDIATE 2,7.25,0,0,Section TD,0.009,HS88,168,209,248,Liberty MWD no issues.
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230035,STATE OF TEXAS RAFTER O EAST 1H - Wellbore 1,Webb,Texas,5,BHA 5,5/30/2023,6/6/2023,12007,19240,7233,6506,73.417,88.617,24.644,70.28,117.167,102.917,727,29.5,Ulterra,SPL613,5,1.781,1-1-BT-S-X-I-NO-TD,14,OB,28.74,35,18,30000,0,7,"7'' 5/6 8.2 @ 2.00 FBH,TS FI : FLUSH",PDS700076DD,5/6 8.2,,2,4,5/6,8.2,0,0,0,4730,57,713,1900,18304,11270,599,600,37,,Motor perform as should.Drain good and normal play in bit box... Bit Grade was 1-2 with one cutter missing.,0,0,0,0,0,0,0,0,0,270,240,100,,,27.86015,-99.51067,151.75,LAT: LATERAL,7.25,0,9.08,Well TD,0,HS88,238,281.77,325,Liberty MWD no issues..
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230035,STATE OF TEXAS RAFTER O EAST 1H - Wellbore 1,Webb,Texas,1,New BHA 1,5/11/2023,5/13/2023,110,3183,3073,2956,16.333,180.98,82.588,173.127,19,17.75,117,1.417,Smith,SDi616,1,0.994,0-0-NO-X-I-NO-TD,8.6,FW,1.2,1,1,1000,0,9.875,"7/8 5.9 COMBO MOTOR @ 1.75 W/ 17"" STAB FIT: FLUSH",CD9606,7/8 5.9,,1.75,7.35,7/8,5.9,8,5,0.08,2095,66,579,1480,14,24470,824,1000,15,,Motor drained @ surface w/ no slack in bearings. 3 flow channels on bit was balled up.,0,0,0,0,0,0,0,0,0,100,100,100,,,27.86015,-99.51067,27,Surface: Surface,10.375,17,1.15,Section TD,0,VIKING,80,92,102,No issues with MWD tool
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230035,STATE OF TEXAS RAFTER O EAST 1H - Wellbore 1,Webb,Texas,2,BHA 2,5/22/2023,5/24/2023,3183,8011,4828,4653,26.333,176.696,28,148.174,42.667,32.583,175,6.25,Reed Hycalog,TK66-AB2,2,0.906,1-1-WT-S-X-I-NO-TD,12,OB,22.88,19,8,28000,0,8,SS100 8' ERT @ 1.75  W/ 11.75 STAB MOTOR FIT:006 TIGHT,BPG2800-0041,SS100,BICO,1.75,5.9,7/8,5.9,7,10,6,3579,56,569,1200,16,15900,766,900,23,,Motor drained @ Surface w/ No slack in bearings. No. Issues w/ MWD tool.,0,0,0,0,0,0,0,0,0,90,90,90,,,27.86015,-99.51067,31.5,INT-2: INTERMEDIATE 2,7.938,11.75,2.03,Section TD,0.006,BIco,117,171,204,
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230036,STATE OF TEXAS RAFTER O EAST 2H - Wellbore 1,Webb,Texas,4,BHA 4,6/12/2023,6/14/2023,10766,11726,960,338,6.083,55.562,33.774,39.184,27.583,24.5,622,18.417,Ulterra,U611S,4,1.035,1-1-NO-A-X-I-NO-BHA,14,OB,32.35,32,10,27000,0,6.75,"6.75 4/5 7.0 @ 2.25 FBH, TS FIT: .003 INT",CD684030,PERFORMANCE,Patriot,2.25,4.05,4/5,7.0,0,0,0,3724,20,518,1580,11219,9090,600,600,21,,Motor perform as should...Average motor yeilds was 15s..Drain good and normal lack in bit box...Bit Grade was a 1-1...,0,0,0,0,0,0,0,0,0,260,235,215,,,27.86017,-99.51061,45.25,CURVE: CURVE,7,0,16.77,Section TD,0.003,NBR-HPW,226,235.88,240,Liberty MWD no issues.
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230036,STATE OF TEXAS RAFTER O EAST 2H - Wellbore 1,Webb,Texas,3,BHA 3,6/10/2023,6/12/2023,8020,10766,2746,2691,14.75,182.441,66,176.214,20,15.583,55,0.833,Reed Hycalog,TKC63-X3,3,1.178,1-1-NO-A-N-I-NO-BHA,14,OB,32.35,32,10,27000,0,7,"7 5/6 8.4 @ 1.83 FBH,TS FIT: .013 INT",PDS700078DD,5/6 8.4,,1.83,5.01,5/6,8.4,0,0,0,3677,59,677,1650,11633,11772,633,700,22,,Motor performed as expected. Motor drained good with out any slack bit was green.,0,0,0,0,0,0,0,0,0,245,225,200,,,27.86017,-99.51061,41,INT-1: INTERMEDIATE 1,7.25,0,2.09,Section TD,0.013,HS88,160,200.2,240,
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230036,STATE OF TEXAS RAFTER O EAST 2H - Wellbore 1,Webb,Texas,5,BHA 5,6/14/2023,6/21/2023,11726,18820,7094,6460,72,89.722,17.097,65.033,123.333,109.083,634,37.083,Baker Hughes,DD406TS,5,1.18,1-1-WT-A-X-1/16-NO-TD,13.6,OB,29.77,28,8,30000,0,7,"7 5/6 8.2 @ 2.00 FBH, TS FIT: .001 INT",CD700041DD,Performance,Patriot,2,4.6,5/6,8.2,10,8,0,4252.08,79.79,484.72,1850,19893.62,11270,572.92,600,35.7,,Motor drained @ surface w/ 1/4 slack in bearings. No issues w/ MWD tool.,0,0,0,0,0,0,0,0,0,324,260,153,,,27.86017,-99.51061,183,LAT: LATERAL,7.25,0,1.27,Well TD,0.001,HS88,234.7,268.84,303.4,
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230036,STATE OF TEXAS RAFTER O EAST 2H - Wellbore 1,Webb,Texas,1,BHA 1,5/14/2023,5/15/2023,110,3195,3085,2977,16.167,184.144,117.818,180.585,18.333,17.083,108,0.917,Smith,SDI616,1RR,0.994,2-4-BT-S-X-I-BT-TD,8.4,FW,1.14,1,1,1000,0,9.875,7/8 5.9 COMBO MOTOR @ 1.75 W/ 17 STAB FIT: FLUSH,CD9606,7/8 5.9,,1.75,7.35,7/8,5.9,0,0,7,2147,68,558,1480,13,24470,822,1000,13,,Motor drain good and 1/2 inch play..Everything look as should. Bit grade 2-2 w/ a few broken cutters.,0,0,0,0,0,0,0,0,0,60,60,60,,,27.86017,-99.51061,25.5,Surface: Surface,10.83,17,1.05,Section TD,0,Viking,87.7,97.28,102,Liberty MWD no issues.
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230036,STATE OF TEXAS RAFTER O EAST 2H - Wellbore 1,Webb,Texas,2,BHA 2,5/17/2023,5/20/2023,3195,8020,4825,4592,25.75,178.33,38.833,151.969,37.167,31.75,233,6,Reed Hycalog,TK66-AB2,2,0.906,0-1-NO-A-X-I-NO-TD,11.9,OB,23.5,17,6,25000,155,8,SS100 8 ERT @ 1.83  W/ 11.75 STAB MOTOR FIT:011 TIGHT,BPG2800-0102,SS100,BICO,1.83,5.9,7/8,4.0,0,0,8,3112,60,612,1200,19,15900,797,900,23,,Motor drain good and bit box had  normal play.Bit grade 1-1 was green.,0,0,0,0,0,0,0,0,0,150,140,130,,,27.86017,-99.51061,93.083,INT-1: INTERMEDIATE 1 / INT-2: INTERMEDIATE 2,7.938,11.75,2.15,Well TD,0.011,Bico,119,154,182,Liberty MWD no issues
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230007,STATE OF TEXAS RAFTER O UNIT C 6H - Wellbore 1,Webb,Texas,4,BHA 4,4/22/2023,4/23/2023,10879,11702,823,145,2.333,62.143,37.667,40.475,23.167,20.333,678,18,Ulterra,U611S,4,1.035,1-1-NO-A-X-I-NO-TD,13.4,OBM,27.62,35,6,34000,0,6.75,"6.75 4/5Lobe,7.0Stg.@2.38,ADJ,TS,Fit: .001 INT",CD635,,Patriot,2.38,5.25,4/5,7,12,13,0,4021,20,604,1580,10,9090,583,600,32,,Motor drained @ surface w/ Normal slack in bearings.Bit grade 1-1,0,0,0,0,0,0,0,0,0,275,210,220,,,27.86327,-99.48354,38.75,CURVE: CURVE,7.25,0,14.11,Section TD,0.001,NBR,218.9,229.16,233.4,Liberty MWD no issues.
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230007,STATE OF TEXAS RAFTER O UNIT C 6H - Wellbore 1,Webb,Texas,3,BHA 3,4/20/2023,4/22/2023,8208,10879,2671,2267,16.25,139.508,22.868,78.752,39.583,33.917,404,17.667,Smith,Z613,3,1.167,0-1-NO-G-X-I-NO-BHA,13.4,OBM,27.62,35,6,34000,0,7,"7 5/6Lobe,8.4Stg.@1.83 FBH w/8.25 NBS,fit:0.004 INT",CD700035,,Patriot,1.83,4.42,5/6,8.4,10,3,0,3824,64,388,1785,13,11772,690,700,16,,Motor drained @ surface w/ No slack in bearings. 3 jets was plugged with rubber.,0,0,0,0,0,0,0,0,0,180,180,180,,,27.86327,-99.48354,54,INT-2: INTERMEDIATE 2,7.5,8.25,4.11,Change BHA,0.004,HS88,160,210.04,248,No issues
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230007,STATE OF TEXAS RAFTER O UNIT C 6H - Wellbore 1,Webb,Texas,5,BHA 5,4/23/2023,5/2/2023,11702,18769,7067,6555,74.583,87.888,15.835,66.098,150,106.917,512,32.333,Ulterra,SPL613,5,1.167,2-4-LT-G-X-I-NO-TD,13.8,OBM,29.22,31,10,31000,0,7,"7' 5/6Lobe,8.2Stg.@2.0,Fix,w/8.25 NBS,Fit: Flush",PDS700070DD,5/6 8.2,Patriot,2,4.43,5/6,8.2,0,0,10,4387,77,538,1850,17,11270,555,600,38,,Motor drained @ surface w/ Normal slack in bearings.Every look normal and BIT Was 3-3 had a few teeth missing.,0,0,0,0,0,0,0,0,0,295,245,110,,,27.86327,-99.48354,203.75,LAT: LATERAL,7.25,8.25,3.99,Well TD,0,NBR,234.5,271.94,303,Liberty MWD no issues.
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230007,STATE OF TEXAS RAFTER O UNIT C 6H - Wellbore 1,Webb,Texas,1,BHA 1,3/8/2023,3/9/2023,0,3265,3265,3144,17.833,176.299,53.778,162.573,24.5,20.083,121,2.25,Smith,SDi616,1,1.167,1-1-RR-A-X-I-RR-TD,8.5,WBM,0.62,1,3,1400,102,9.625,"9 5/8'' Combo 7/8Lobe,7.0Stg.@1.83 ABH w/17''NBS,fit:-.002",962DDS006,Superhawk,Discovery,1.83,8.43,7/8,7.0,0,0,0,1865,55,497,1580,11725,24,880,1000,20,,"Motor showed no visual damage. Motor drained properly, normal play in bit box.Bit Grade 1-1",0,0,0,0,0,0,0,0,0,90,90,90,,,27.86327,-99.48354,36.25,Surface: Surface,10.25,17,1.25,Section TD,-0.002,XP,80,91.75,102,Liberty MWD NO ISSUES
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230007,STATE OF TEXAS RAFTER O UNIT C 6H - Wellbore 1,Webb,Texas,2,BHA  2,3/11/2023,3/15/2023,3265,8208,4943,4724,38.333,123.235,24.333,104.43,57.5,47.333,219,9,Smith,XS616,2,0.994,1-0-CT-T-X-I-NO-TD,11,OBM,18.5,17,4,45000,189,8,"8 7/8Lobe,4.0Stg.@1.83 FBH w/11.75 NBS,fit:0.010 INT",BPG2800-0002,SS100,BICO,1.83,7.33,7/8,4.0,1,0,0,3016,54,485,1400,12047,23000,789,900,16,,"Motor showed no visual damage. Motor drained properly, normal play in bit box. .07/.05
Bit Grade 1-0-CT-T-X-I-NO-TD",0,0,0,0,0,0,0,0,0,90,90,90,,,27.86327,-99.48354,88.417,INT-2: INTERMEDIATE 2,10.25,11.75,1.72,Section TD,0.01,SSS,116,162,197,"Liberty MWD, No issues"
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230006,STATE OF TEXAS RAFTER O UNIT C 5H - Wellbore 1,Webb,Texas,4,BHA # 4,3/20/2023,3/24/2023,8215,11471,3256,3138,31.917,98.319,12,77.988,51.167,41.75,118,9.833,Ulterra,U611S,4,1.035,1-4-BT-G-X-1/16-CT-BHA,13.1,OBM,23.5,28,6,36000,0,6.75,"6.75 ERT/XTH 4/5Lobe,7.0Stg.@2.12 FBH w/8.50 NBS,fit:-0.008 INT",AWS2026180-3,ERT/XTH,NOV,2.12,5.65,4/5,7.0,12,17,0,3130,39,522,1860,8926,19930,556,700,17,,"POOH due to not being able to slide. tried to drill curve and had several micro stalls and 6 real stalls also was not able to hold consistant diff. Motor had 1/4 slack drained good, Bit was a 1-4 gauge row had broken and chipped cutters also was starting to wash on 1 blade",0,0,0,0,0,0,6,0,0,90,90,90,,,27.86333,-99.48353,110.25,INT-2: INTERMEDIATE 2 / CURVE: CURVE,7.375,8.5,2.73,Change BHA,-0.008,ERT,166,198,238,MWD worked as planned without any issues
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230006,STATE OF TEXAS RAFTER O UNIT C 5H - Wellbore 1,Webb,Texas,5,BHA # 5,3/24/2023,3/28/2023,11471,11521,50,0,0,0,35.294,35.294,56.5,1.417,50,1.417,Ulterra,U611S,5,1.035,0-0-NO-A-X-I-NO-BHA,14.9,OBM,35,35,7,28000,0,0,"6.75 4/5Lobe,7.0Stg.@2.38 ADJ,TS",VET675-045,4/5 7.0,,2.38,5.5,4/5,7.0,0,0,15,4450,0,450,1650,10000,8820,600,600,15,,TIH drilled from 11471-11521 and took a kick and circulated and weighted up from 13.2 to 14.9 and got well killed POOH motor drained good no slack seen bit was green,0,0,0,0,0,0,0,0,0,280,260,240,,,27.86333,-99.48353,79.583,CURVE: CURVE,7.188,0,0,Well control,0.009,STD,223,223,223,
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230006,STATE OF TEXAS RAFTER O UNIT C 5H - Wellbore 1,Webb,Texas,6,BHA # 6,3/28/2023,4/1/2023,11521,11521,0,0,0,0,0,0,50.333,0,0,0,Ulterra,U611S,5,1.035,NO-NO-,13.85,OBM,29,25,4,20000,120,6.75,"6.75 4/5Lobe,7.0Stg.@2.38 ADJ,TS",CD65082,4/5 7.0,,2.38,5.4,4/5,7.0,0,0,15,0,0,0,1580,0,9090,0,600,0,,"Experiencing loses, pumped LCM and EZ Squeeze. Trip out to lay down BHA #6. Trip back in hole with conventional BHA, bit sub and rock bit. Contiue to gain control of losses with LCM Pills and EZ Squeeze.Motor drained properly. No signs of any damage. 
Bit Grade: NO-NO-
Rerunable",1,0,0,0,0,0,0,0,0,0,0,0,,,27.86333,-99.48353,93,CURVE: CURVE,7.375,0,0,Hole problems,0,STD,1000,0,0,No Issues
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230006,STATE OF TEXAS RAFTER O UNIT C 5H - Wellbore 1,Webb,Texas,7,BHA # 7,4/6/2023,4/9/2023,11521,12140,619,0,0,0,45.293,45.293,26.25,13.667,619,13.667,Ulterra,U611S,5,1.035,0-1-NO-A-X-I-NO-BHA,14.2,OBM,33,21,3,27000,136,6.75,"6.75  4/5Lobe,7.0Stg.@2.38 ADJ,TS",VET650-042,,,2.38,5.53,4/5,7.0,12,14,15,3675,0,750,1650,5,8820,538,600,29,,"Curve TD. Motor showed no visual signs of damage. Normal movement in bit box. Drained properly. 
Bit Grade:",0,0,0,0,0,0,2,0,0,255,225,215,,,27.86333,-99.48353,54.417,CURVE: CURVE,7.188,0,15.66,Section TD,0,STD,227,230,238,No Issues
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230006,STATE OF TEXAS RAFTER O UNIT C 5H - Wellbore 1,Webb,Texas,8,BHA # 8,4/9/2023,4/17/2023,12140,19300,7160,5205,53.667,96.988,26.842,56.601,154.833,126.5,1955,72.833,Baker Hughes,DD506TS,6,1.09,3-5-WT-A-X-I-BF-TD,14.4,OBM,33.3,38,8,29000,0,7,"7 5/6Lobe,8.2Stg.@1.83 FBH,fit:0.000 Flush",CD700012,5/6 8.2,Patriot,1.83,5.45,5/6,8.2,0,0,12,4272,50,612,1850,16455,11270,555,600,33,,"TD Well. Motor showed no visual signs of damage.  No slack in bit box. Drained properly. 
Bit Grade:3-3. Motor yields were 3.5s the whole lateral.Had one motor yield of 8.5.",0,0,0,0,0,0,0,0,0,300,250,100,,,27.86333,-99.48353,187.833,CURVE: CURVE / LAT: LATERAL,7.25,0,4.77,Well TD,0,Group 0,234,298,2890,Liberty MWD: No issues
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230006,STATE OF TEXAS RAFTER O UNIT C 5H - Wellbore 1,Webb,Texas,1,BHA # 1,2/27/2023,3/3/2023,0,4993,4993,4885,44.333,110.188,26.449,103.126,64,48.417,108,4.083,Baker Hughes,TD507KS,1,1.104,8-8-NR-A-X-1/4-NR-PR,9.5,WBM,4.9,2,3,1800,118,9.625,"9 5/8 Combo 7/8Lobe,7.0Stg.@1.83 ABH w/17NBS,fit: .010",962DDS002,Superhawk,Discovery,1.83,8.95,7/8,7.0,1,0,0,2438,73,566,1580,14711,24,847,1000,27,,Motor drained properly on surface. No visual damage to motor.,0,0,0,0,0,0,0,0,0,80,80,80,,,27.86333,-99.48353,106,Surface: Surface,10.25,17,0.94,Well TD,0.01,XP,80,104.4,138,
"KILLAM OIL CO., LTD",Ensign 762,,STATE OF TEXAS RAFTER O UNIT C 5H - Wellbore 1,,,2,BHA # 2,3/3/2023,3/6/2023,4993,5387,394,394,5.75,68.522,0,68.522,45.583,5.75,0,0,Ulterra,CF616,2,0.994,1-4-BT-S-X-I-WT-TD,0,,0,0,0,0,0,9.625,"9 5/8'' Combo 7/8Lobe,7.0Stg.@1.83 ABH w/17''NBS,fit:-.002",962DDS006,Suoerhawk,Discovery,1.83,8.43,7/8,7.0,0,0,0,0,0,0,1580,0,24,0,1000,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,27.86333,-99.48353,0,Surface: Surface,10.25,17,0,,-0.002,XP,0,0,0,
"KILLAM OIL CO., LTD",Ensign 762,TX-FP-230006,STATE OF TEXAS RAFTER O UNIT C 5H - Wellbore 1,Webb,Texas,3,BHA # 3,3/16/2023,3/18/2023,5387,8215,2828,2611,15.833,164.905,28.304,120.34,32.75,23.5,217,7.667,Baker Hughes,D506,3,0.902,1-1-CT-S-X-I-NO-TD,11.2,OBM,20.5,20,5,38000,118,8,"8 7/8Lobe,4.0Stg.@1.83 FBH w/11.75 NBS,fit:0.010 INT",BPG2800-0002,SS100,BICO,1.83,7.33,7/8,4.0,0,0,0,2995,57,522,1400,12133,23000,748,900,20,,"Motor drained properly on surface. No visual damage to motor. 
Bit Grade: 1-1-CT-S-X-I-NO-TD",0,0,0,0,0,0,0,0,0,90,90,90,,,27.86333,-99.48353,52.5,INT-2: INTERMEDIATE 2,10.25,11.75,1.27,Section TD,0.01,SSS,124,153.27,189,"Liberty MWD, No Issues"
Silver Hill Energy,Nabors X37,TX-FP-210039,101H - STATE EDITH UNIT - Wellbore 1,Webb,Texas,6,BHA 6,1/15/2022,1/17/2022,12034,12294,260,45,1.5,30,10.32,11.642,23.75,22.333,215,20.833,Security,GTD64RM,6,1.553,1-1-WT-A-X-I-RR-O,12.9,OBM,27,22,13,24000,0,6.75,"6 3/4"" Patriot 4/5 7.0 Fxd @ 2.12TS Fit .000",CD65017,HR,Patriot,2.12,4.9,4/5,7.0,0,0,12,3237.5,30,287.5,1580,20,9090,600,600,25,Reason POOH : Slow ROP & Motor Kept Stalling. How did motor drain -  The Motor  drained Normal w/ rotary. Visual Wear -   No Visual damage  Run Description : Drilled 260 ft of Curve. Max temp on run -  242.6 degrees. How Many Stalls and what pressure was seen on stalls : 15 and 1100 psi. Motor Yields -  10s -12s/100  Max Drilling Diff - 500 psi Average Drilling Diff - 300 psi. Condition of bit on surface : Bit Graded 1-1,Reason POOH : Slow ROP & Motor Kept Stalling. How did motor drain -  The Motor  drained Normal w/ rotary. Visual Wear -   No Visual damage  Run Description : Drilled 260 ft of Curve. Max temp on run -  242.6 degrees. How Many Stalls and what pressure was seen on stalls : 15 and 1100 psi. Motor Yields -  10s -12s/100  Max Drilling Diff - 500 psi Average Drilling Diff - 300 psi. Condition of bit on surface : Bit Graded 1-1,0,0,0,0,0,0,0,0,0,350,290,250,,,27.87692,-99.31424,38.667,CURVE: CURVE,7.125,0,12.5,ROP,0,HPW,255,255,255,
